"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","work_accident","left","promotion_last_5years","department","salary"
0.16,0.83,5,173,46,0,0,0,"IT","high"
0.63,0.55,4,200,36,1,0,0,"RandD","low"
0.92,0.76,5,132,34,1,0,0,"RandD","low"
0.82,0.49,4,180,23,0,0,0,"RandD","low"
0.18,0.54,4,145,64,0,0,0,"RandD","low"
0.73,0.48,4,139,25,0,0,0,"RandD","low"
0.44,0.61,5,230,72,0,0,0,"marketing","low"
0.73,0.62,4,247,49,0,0,0,"sales","low"
0.62,0.95,4,140,30,0,0,0,"accounting","low"
0.94,0.8,4,266,35,1,0,0,"support","medium"
0.76,0.74,4,261,32,0,0,0,"technical","medium"
0.89,0.49,4,275,34,0,0,0,"management","medium"
0.9,0.88,5,254,20,0,0,0,"marketing","medium"
1,0.93,5,231,31,0,0,0,"marketing","medium"
0.71,0.9,3,138,43,0,0,0,"marketing","medium"
0.73,0.97,4,163,43,0,0,0,"sales","medium"
0.97,0.9,5,262,32,0,0,0,"sales","medium"
0.6,0.59,4,201,36,0,0,0,"sales","medium"
0.82,0.67,3,229,35,0,0,0,"sales","medium"
0.95,0.48,4,228,23,0,0,0,"sales","medium"
0.88,0.65,5,228,26,0,0,0,"sales","medium"
0.79,0.49,3,273,33,0,0,0,"sales","medium"
0.52,0.96,4,171,20,0,0,0,"sales","medium"
0.22,0.61,3,148,58,0,0,0,"sales","medium"
0.59,0.96,5,211,39,0,0,0,"sales","medium"
0.84,0.64,2,211,38,0,0,0,"sales","medium"
0.54,0.41,3,175,38,0,0,0,"sales","medium"
1,0.86,4,245,43,0,0,0,"sales","medium"
0.93,0.59,3,273,21,1,0,0,"sales","medium"
0.96,0.55,3,225,50,1,0,0,"sales","medium"
0.56,0.41,5,152,38,0,0,0,"sales","medium"
0.49,0.66,5,194,32,0,0,0,"sales","medium"
0.89,0.51,4,185,36,1,0,0,"sales","high"
0.57,0.91,3,193,26,0,0,0,"sales","low"
0.96,0.64,3,166,23,0,0,0,"accounting","medium"
0.65,0.89,5,223,37,1,0,0,"accounting","medium"
0.14,0.66,5,281,46,1,0,0,"accounting","medium"
0.64,0.49,3,241,41,0,0,0,"hr","medium"
0.98,0.91,3,165,27,1,0,0,"hr","medium"
0.71,0.59,4,143,25,0,0,0,"hr","medium"
0.96,0.49,5,137,41,0,0,0,"hr","medium"
0.9,0.57,4,185,44,1,0,0,"technical","medium"
0.52,0.96,3,271,27,1,0,0,"technical","medium"
0.78,0.98,4,207,26,1,0,0,"technical","medium"
0.62,0.69,4,184,44,0,0,0,"technical","low"
0.6,0.8,4,253,29,0,0,0,"technical","low"
0.82,0.62,3,152,62,0,0,0,"technical","low"
0.52,0.55,3,225,37,0,0,0,"technical","low"
0.13,0.84,5,189,56,0,0,0,"technical","low"
0.97,0.93,3,153,24,0,0,0,"technical","low"
0.63,0.9,4,245,31,0,0,0,"technical","low"
0.68,0.78,5,233,37,0,0,0,"technical","high"
0.74,0.83,4,210,30,0,0,0,"support","low"
0.89,0.57,4,176,46,0,0,0,"support","high"
0.28,0.95,5,191,34,0,0,0,"support","high"
0.61,0.9,3,224,32,0,0,0,"support","low"
0.67,0.49,3,185,32,0,0,0,"support","low"
0.86,0.64,3,245,45,0,0,0,"support","high"
0.87,0.93,3,173,22,0,0,0,"support","low"
0.7,0.95,4,231,33,0,0,0,"support","medium"
0.68,0.84,3,270,41,0,0,0,"support","high"
0.69,0.75,5,196,33,0,0,0,"support","medium"
0.97,0.83,3,238,30,0,0,0,"support","medium"
0.62,0.89,4,261,19,0,0,0,"technical","medium"
0.55,0.87,3,201,28,0,0,0,"technical","medium"
0.61,0.73,3,252,32,0,0,0,"technical","high"
0.15,0.81,3,191,57,0,0,0,"management","medium"
0.84,0.86,3,199,37,0,0,0,"IT","medium"
0.87,0.64,5,234,26,1,0,0,"IT","medium"
0.93,0.86,4,192,36,0,0,0,"IT","high"
0.14,0.73,6,237,57,0,0,0,"IT","medium"
0.96,0.7,3,207,32,0,0,0,"IT","high"
0.41,0.63,2,145,27,0,0,0,"product_mng","low"
0.84,0.96,6,155,57,0,0,0,"product_mng","medium"
0.94,0.69,5,145,34,0,0,0,"product_mng","medium"
0.6,0.86,6,247,68,0,0,0,"product_mng","medium"
0.7,0.73,4,182,31,0,0,0,"IT","medium"
0.29,0.91,4,183,59,0,0,0,"RandD","low"
0.31,0.51,2,146,36,0,0,0,"RandD","low"
0.73,0.99,3,241,42,0,0,0,"RandD","low"
0.51,0.52,5,261,37,1,0,0,"RandD","low"
0.58,0.77,4,140,35,0,0,0,"RandD","low"
0.59,0.97,3,257,37,0,0,0,"marketing","low"
0.95,0.9,3,186,30,0,0,0,"marketing","low"
0.84,0.93,3,159,38,0,0,0,"sales","low"
0.28,0.37,3,164,58,1,0,0,"accounting","low"
0.94,0.52,4,217,71,1,0,0,"support","low"
0.49,0.59,4,137,44,0,0,0,"technical","high"
0.72,0.5,4,164,29,1,0,0,"management","low"
0.19,0.85,5,249,39,0,0,0,"marketing","low"
0.83,0.95,3,264,23,0,0,0,"marketing","low"
0.79,0.92,4,208,28,1,0,0,"marketing","low"
0.72,0.61,3,175,31,0,0,0,"sales","high"
0.97,0.74,4,209,27,0,0,0,"sales","low"
0.92,0.83,4,268,47,0,0,0,"sales","low"
0.95,0.53,3,264,47,0,0,0,"sales","low"
0.76,0.64,4,234,21,0,0,0,"sales","high"
0.24,0.62,5,199,44,0,0,0,"sales","low"
0.89,0.99,4,205,29,0,0,1,"sales","medium"
0.69,0.63,5,140,49,0,0,1,"sales","high"
0.92,0.98,3,257,31,0,0,1,"sales","medium"
0.79,0.61,4,227,32,0,0,1,"sales","high"
0.87,0.94,4,189,38,0,0,1,"sales","medium"
0.89,0.88,5,241,20,1,0,0,"sales","medium"
0.75,0.77,5,199,54,0,0,0,"sales","medium"
0.78,0.6,4,206,42,0,0,0,"sales","medium"
0.13,0.62,5,268,35,0,0,0,"sales","medium"
0.94,0.86,3,221,35,1,0,0,"sales","medium"
0.94,0.88,4,262,27,0,0,0,"sales","medium"
0.67,0.6,5,253,73,0,0,0,"sales","medium"
0.6,0.73,5,241,32,0,0,0,"sales","high"
0.62,0.94,4,252,47,0,0,0,"accounting","low"
0.38,0.52,2,171,43,0,0,0,"accounting","medium"
0.8,0.77,4,194,30,0,0,0,"accounting","medium"
0.61,0.42,3,104,18,0,0,0,"hr","medium"
0.61,0.56,4,176,32,0,0,0,"hr","medium"
0.66,0.8,4,192,42,0,0,0,"hr","medium"
0.56,0.74,3,154,23,0,0,0,"hr","medium"
1,0.55,4,186,52,1,0,0,"technical","medium"
0.73,0.86,3,200,53,0,0,0,"technical","medium"
0.6,0.66,4,132,54,0,0,0,"technical","medium"
0.78,0.59,5,236,37,0,0,0,"technical","high"
0.48,0.53,3,211,48,0,0,0,"technical","low"
0.9,0.77,4,273,25,0,0,0,"technical","low"
0.16,0.76,4,223,46,0,0,0,"technical","low"
0.5,0.75,3,204,24,0,0,0,"technical","high"
0.66,0.65,3,196,37,1,0,0,"technical","low"
0.44,0.37,2,219,25,0,0,0,"technical","low"
0.95,0.67,4,261,49,0,0,0,"technical","low"
0.9,0.65,3,254,17,0,0,0,"support","high"
0.27,0.48,4,185,32,0,0,0,"support","low"
0.51,0.74,6,98,39,0,0,0,"support","low"
0.68,0.76,3,260,41,0,0,0,"support","low"
0.97,0.93,5,137,28,1,0,0,"support","low"
0.91,0.75,4,159,31,1,0,0,"support","low"
0.76,0.88,5,265,47,0,0,0,"support","low"
0.88,0.61,4,177,51,1,0,0,"support","low"
0.83,0.73,4,247,20,0,0,0,"support","medium"
0.78,0.54,3,161,33,0,0,0,"support","medium"
0.52,0.38,2,103,40,0,0,0,"support","medium"
0.63,0.49,4,151,39,0,0,0,"technical","medium"
0.9,0.74,3,193,32,0,0,0,"technical","medium"
0.48,0.58,3,194,33,0,0,0,"technical","medium"
0.7,0.6,5,208,34,0,0,0,"management","medium"
0.68,0.66,4,229,28,0,0,0,"IT","medium"
0.7,0.87,3,166,26,0,0,0,"IT","medium"
0.77,0.5,3,141,39,0,0,0,"IT","medium"
0.73,0.93,3,249,30,0,0,0,"IT","medium"
0.87,0.48,4,264,38,0,0,0,"IT","medium"
0.65,0.98,3,252,21,0,0,0,"product_mng","high"
0.62,0.7,2,134,38,0,0,0,"product_mng","low"
0.53,0.51,3,274,25,1,0,0,"product_mng","medium"
0.59,0.39,5,200,44,0,0,0,"product_mng","medium"
0.87,0.72,2,154,38,0,0,0,"IT","medium"
0.47,0.53,3,111,48,0,0,0,"RandD","medium"
0.96,0.81,3,247,41,0,0,0,"RandD","low"
0.79,0.74,3,169,39,0,0,0,"RandD","low"
0.84,0.6,3,250,33,1,0,0,"RandD","low"
0.68,0.49,3,178,26,1,0,0,"RandD","low"
0.86,0.66,4,251,37,0,0,0,"RandD","low"
0.73,0.98,5,272,25,0,0,0,"marketing","low"
0.9,0.67,2,229,55,0,0,0,"sales","low"
0.63,0.64,3,180,34,0,0,0,"accounting","low"
0.71,0.72,3,271,20,0,0,0,"support","low"
0.71,0.68,5,226,37,0,0,0,"technical","low"
0.95,0.62,4,150,17,0,0,0,"management","low"
0.51,0.86,4,260,39,1,0,0,"marketing","low"
0.77,0.91,4,161,46,0,0,0,"marketing","low"
0.48,0.51,3,136,38,0,0,0,"marketing","low"
0.93,0.91,2,238,24,1,0,0,"sales","low"
0.83,0.86,4,98,47,0,0,0,"sales","low"
0.61,0.73,5,156,53,0,0,0,"sales","low"
0.97,0.89,4,248,25,0,0,0,"sales","low"
0.5,0.81,3,170,29,0,0,0,"sales","low"
0.84,0.54,3,245,29,0,0,0,"sales","low"
0.58,0.38,4,203,57,0,0,0,"sales","low"
0.59,0.72,3,182,48,0,0,0,"sales","medium"
0.77,0.83,3,175,38,0,0,1,"sales","medium"
0.78,0.4,4,145,60,1,0,1,"sales","medium"
0.6,0.96,4,220,44,1,0,1,"sales","medium"
0.53,0.77,4,259,22,1,0,1,"sales","medium"
0.73,0.69,3,228,16,0,0,1,"sales","medium"
0.76,0.94,3,189,34,0,0,0,"sales","medium"
0.12,0.61,6,257,35,0,0,0,"sales","medium"
0.2,0.98,3,180,70,0,0,0,"sales","medium"
0.5,0.77,4,180,44,0,0,0,"sales","medium"
0.79,0.65,5,215,13,1,0,0,"sales","medium"
0.96,0.68,3,132,22,0,0,0,"sales","medium"
0.26,0.69,5,213,27,0,0,0,"accounting","high"
0.8,0.72,4,173,35,0,0,0,"accounting","low"
0.43,0.71,3,186,23,0,0,0,"accounting","medium"
0.87,0.71,4,157,26,0,0,0,"hr","medium"
0.63,0.75,4,175,53,0,0,0,"hr","medium"
0.58,0.48,3,135,32,1,0,0,"hr","medium"
0.2,0.42,4,256,63,0,0,0,"hr","low"
0.62,0.71,4,268,35,0,0,0,"technical","low"
0.91,0.94,5,159,39,0,0,0,"technical","low"
0.66,0.91,3,191,38,0,0,0,"technical","low"
0.53,0.81,3,275,20,0,0,0,"technical","low"
0.52,0.98,5,217,29,1,0,0,"technical","low"
1,0.88,6,201,41,0,0,0,"technical","low"
0.73,0.67,4,205,42,0,0,0,"technical","low"
0.65,0.67,3,240,19,1,0,0,"technical","low"
0.5,0.95,5,137,33,0,0,0,"technical","low"
0.94,0.59,4,241,24,0,0,0,"technical","low"
0.48,0.86,5,198,44,0,0,0,"technical","low"
0.67,0.87,5,254,21,0,0,0,"support","low"
0.73,0.94,4,262,39,0,0,0,"support","low"
0.63,0.71,4,244,18,0,0,0,"support","low"
0.84,0.84,4,266,26,0,0,0,"support","low"
0.2,0.94,6,191,73,0,0,0,"support","low"
0.76,0.57,3,148,42,1,0,0,"support","low"
0.55,0.54,3,233,26,0,0,0,"support","low"
0.8,0.55,4,178,32,1,0,0,"support","low"
0.64,0.91,3,165,29,1,0,0,"support","low"
0.59,0.97,5,179,74,0,0,0,"support","medium"
0.92,0.98,3,149,39,0,0,0,"support","medium"
0.75,0.76,3,269,18,1,0,0,"technical","medium"
0.69,0.74,5,227,23,0,0,0,"technical","medium"
0.82,0.93,3,247,32,0,0,0,"technical","medium"
0.88,0.85,3,220,33,0,0,0,"management","medium"
0.89,0.91,3,233,26,0,0,0,"IT","medium"
1,0.79,5,171,64,0,0,0,"IT","medium"
0.66,0.91,4,234,21,1,0,0,"IT","medium"
0.76,0.92,3,176,44,0,0,0,"IT","medium"
0.8,0.62,5,190,51,1,0,0,"IT","medium"
0.58,0.86,4,168,24,0,0,0,"product_mng","medium"
0.73,0.93,3,205,38,0,0,0,"product_mng","high"
1,0.73,5,189,29,1,0,0,"product_mng","low"
0.18,0.9,4,282,53,0,0,0,"product_mng","medium"
0.47,0.46,2,152,23,0,0,0,"IT","medium"
0.92,0.64,4,217,45,0,0,0,"RandD","medium"
0.51,0.5,4,130,31,0,0,0,"RandD","medium"
0.81,0.62,4,153,58,0,0,0,"RandD","low"
0.52,0.57,3,270,38,0,0,0,"RandD","low"
0.95,0.96,3,220,37,0,0,0,"RandD","low"
0.93,0.64,4,253,34,0,0,0,"RandD","low"
0.98,0.67,4,209,74,0,0,0,"marketing","low"
0.79,0.79,4,231,25,0,0,0,"sales","low"
0.99,0.73,4,240,49,0,0,0,"accounting","low"
0.64,0.9,5,266,40,0,0,0,"support","low"
0.54,0.44,3,153,23,0,0,0,"technical","low"
0.79,0.59,4,187,29,0,0,0,"management","low"
0.55,0.98,4,185,26,1,0,0,"marketing","low"
0.18,0.81,4,147,43,0,0,0,"marketing","low"
0.56,0.81,4,188,31,1,0,0,"marketing","low"
0.92,0.67,2,252,31,0,0,0,"sales","low"
0.99,0.75,4,163,26,0,0,0,"sales","low"
0.77,0.85,4,189,30,0,0,0,"sales","low"
0.49,0.52,3,156,23,0,0,0,"sales","low"
0.98,0.58,3,183,42,0,0,0,"sales","low"
0.18,0.54,6,209,50,1,0,0,"sales","low"
0.8,0.82,4,271,50,0,0,0,"sales","low"
0.81,0.77,5,251,21,0,0,0,"sales","low"
0.13,0.61,5,198,53,0,0,0,"sales","medium"
0.58,0.97,3,274,44,1,0,1,"sales","medium"
0.75,0.63,4,209,42,0,0,1,"sales","medium"
0.8,0.94,4,271,49,0,0,1,"sales","medium"
0.78,0.6,4,143,26,0,0,1,"sales","medium"
0.92,0.6,5,236,42,1,0,1,"sales","medium"
0.85,0.98,5,222,43,0,0,1,"sales","medium"
0.52,0.63,3,233,34,0,0,1,"sales","medium"
0.95,0.84,3,270,39,1,0,1,"sales","medium"
0.81,0.92,5,258,29,0,0,1,"sales","medium"
0.16,0.82,6,202,47,1,0,1,"sales","medium"
0.91,0.74,3,150,29,0,0,0,"accounting","medium"
0.62,0.51,4,193,37,0,0,0,"accounting","high"
0.24,0.42,5,210,66,0,0,0,"accounting","low"
0.88,0.51,3,208,32,0,0,0,"hr","medium"
0.94,0.73,3,196,36,0,0,0,"hr","medium"
0.76,0.79,5,187,50,0,0,0,"hr","medium"
0.49,0.67,3,140,28,0,0,0,"hr","medium"
0.93,0.9,4,256,43,0,0,0,"technical","low"
0.92,0.66,4,113,44,0,0,0,"technical","low"
0.19,0.94,4,196,64,0,0,0,"technical","low"
0.66,0.76,3,170,29,0,0,0,"technical","low"
0.16,0.94,4,261,76,0,0,0,"technical","low"
0.83,0.99,5,132,39,0,0,0,"technical","low"
0.69,0.53,3,153,33,0,0,0,"technical","low"
0.82,0.53,3,147,38,1,0,0,"technical","low"
0.88,0.72,5,244,24,0,0,0,"technical","low"
0.31,0.42,4,108,55,0,0,0,"technical","low"
0.83,0.49,4,218,24,0,0,0,"technical","low"
0.94,0.52,5,133,24,0,0,0,"support","low"
0.65,0.79,5,233,35,0,0,0,"support","low"
0.6,0.6,4,147,40,0,0,0,"support","low"
0.52,0.43,3,176,32,0,0,0,"support","low"
0.66,0.89,4,169,52,0,0,0,"support","low"
0.87,0.87,4,144,36,0,0,0,"support","low"
0.2,0.99,5,151,35,1,0,0,"support","low"
0.63,0.91,4,252,36,1,0,0,"support","medium"
0.69,0.98,4,180,33,0,0,0,"support","medium"
0.48,0.61,3,251,35,0,0,0,"support","medium"
0.8,0.8,4,263,57,0,0,0,"support","medium"
0.89,0.74,5,260,67,0,0,0,"technical","medium"
0.67,0.63,3,227,33,0,0,0,"technical","medium"
0.37,0.86,6,260,36,0,0,0,"technical","medium"
0.93,0.61,5,158,46,0,0,0,"management","medium"
0.69,0.52,3,186,45,0,0,0,"IT","medium"
0.16,0.61,4,171,62,0,0,0,"IT","medium"
0.81,0.55,3,199,23,1,0,0,"IT","medium"
0.97,0.63,5,258,21,0,0,0,"IT","medium"
0.77,0.59,4,273,24,0,0,0,"IT","high"
0.75,0.78,2,259,37,0,0,0,"product_mng","low"
0.88,0.82,3,265,49,0,0,0,"product_mng","medium"
0.43,0.51,5,168,46,0,0,0,"product_mng","medium"
0.99,0.99,4,163,53,0,0,0,"product_mng","medium"
0.59,0.65,5,265,35,0,0,0,"IT","medium"
0.89,0.71,4,190,29,0,0,0,"RandD","low"
0.54,0.73,3,157,32,0,0,0,"RandD","low"
0.32,0.86,4,266,48,0,0,0,"RandD","low"
0.17,0.55,6,240,66,0,0,0,"RandD","low"
0.78,0.55,3,143,36,0,0,0,"RandD","low"
0.73,0.68,3,121,69,0,0,0,"RandD","low"
0.65,0.76,2,170,54,0,0,0,"IT","low"
0.8,0.71,4,161,48,0,0,0,"IT","low"
0.61,0.86,3,239,33,0,0,0,"IT","low"
0.67,0.49,3,224,33,0,0,0,"IT","low"
0.63,0.57,3,242,37,0,0,0,"product_mng","low"
0.51,0.58,4,140,23,1,0,0,"product_mng","low"
0.82,0.59,5,170,33,0,0,0,"product_mng","low"
0.79,0.67,5,156,26,0,0,0,"product_mng","low"
0.49,0.6,2,113,62,0,0,0,"IT","low"
0.7,0.59,3,138,46,0,0,0,"RandD","low"
0.13,0.5,3,137,51,0,0,0,"RandD","low"
0.83,0.52,5,217,26,0,0,0,"RandD","low"
0.83,0.91,3,155,39,0,0,0,"RandD","low"
0.19,0.83,5,280,42,0,0,0,"RandD","low"
0.8,0.81,5,248,39,1,0,0,"RandD","low"
0.49,0.67,2,190,101,0,0,0,"marketing","medium"
0.92,0.99,3,176,98,0,0,0,"sales","medium"
0.81,0.55,4,217,94,0,0,0,"accounting","medium"
0.62,0.91,3,269,93,0,0,0,"support","medium"
0.21,0.7,3,238,93,0,0,0,"technical","medium"
0.95,0.74,5,243,64,0,0,0,"management","medium"
0.51,0.8,4,198,75,0,0,0,"marketing","medium"
0.52,0.89,3,188,87,0,0,0,"marketing","medium"
0.64,0.56,3,257,71,0,0,0,"marketing","medium"
0.62,0.79,4,268,70,0,0,0,"sales","medium"
0.73,0.88,5,233,48,1,0,0,"sales","medium"
0.32,0.86,4,214,62,0,0,0,"sales","medium"
0.78,0.96,2,285,36,0,0,0,"sales","high"
0.65,0.91,4,224,30,1,0,0,"sales","low"
0.56,0.92,4,224,41,0,0,0,"sales","medium"
0.96,0.89,3,142,48,0,0,0,"sales","medium"
0.79,0.82,4,220,32,0,0,0,"sales","medium"
0.66,0.58,4,244,29,0,0,0,"sales","medium"
0.67,0.68,4,171,34,0,0,0,"sales","low"
0.86,0.82,4,274,25,1,0,0,"sales","low"
0.57,0.72,4,214,23,1,0,0,"sales","low"
0.86,0.87,5,171,25,0,0,0,"sales","low"
0.52,0.59,5,150,24,0,0,0,"sales","low"
0.73,0.61,4,260,17,1,0,0,"sales","low"
0.78,0.63,5,259,41,0,0,0,"sales","low"
0.95,0.63,3,153,21,0,0,0,"sales","low"
0.75,0.61,3,263,37,0,0,0,"sales","low"
0.83,0.52,2,149,18,1,0,0,"sales","low"
0.48,1,4,261,37,0,0,0,"accounting","low"
0.3,0.58,2,189,41,1,0,0,"accounting","low"
0.72,0.85,5,237,52,0,0,0,"accounting","low"
0.61,0.52,3,224,44,0,0,0,"hr","low"
0.31,0.87,6,240,31,1,0,0,"hr","low"
0.62,0.81,3,245,22,1,0,0,"hr","low"
0.48,0.49,3,268,36,0,0,0,"hr","low"
0.97,0.89,4,208,30,1,0,0,"technical","low"
0.61,0.83,4,153,26,0,0,0,"technical","low"
0.93,0.99,3,169,40,0,0,0,"technical","low"
0.89,0.39,5,218,21,0,0,0,"technical","low"
0.95,0.9,3,155,32,0,0,0,"technical","medium"
0.36,0.44,5,155,43,0,0,0,"technical","medium"
0.29,0.39,6,105,73,0,0,0,"technical","medium"
0.65,0.83,4,251,27,0,0,0,"technical","medium"
0.72,0.54,4,219,19,0,0,0,"technical","medium"
0.51,0.56,4,198,25,1,0,0,"technical","medium"
0.54,0.53,4,158,32,0,0,0,"technical","medium"
0.66,0.58,3,157,32,0,0,0,"support","medium"
0.59,0.54,4,178,27,0,0,0,"support","medium"
0.45,0.48,3,145,26,0,0,0,"support","medium"
0.15,0.91,5,230,35,0,0,0,"support","medium"
0.95,0.53,3,174,38,0,0,0,"support","medium"
0.49,0.59,5,140,27,0,0,0,"support","high"
0.68,0.97,3,174,24,0,0,0,"support","low"
0.7,0.76,4,173,18,0,0,0,"support","medium"
0.9,0.73,2,203,42,0,0,0,"support","medium"
0.94,0.95,5,170,33,0,0,0,"support","medium"
0.8,0.86,3,203,39,0,0,0,"support","medium"
0.59,0.53,5,169,37,0,0,0,"technical","low"
0.43,0.96,3,109,81,0,0,0,"technical","low"
0.7,0.54,5,263,40,0,0,0,"technical","low"
0.51,0.62,4,185,41,0,0,0,"management","low"
0.12,0.49,4,191,59,0,0,0,"IT","low"
0.14,0.56,5,259,47,1,0,0,"IT","low"
0.86,0.91,4,253,38,0,0,0,"IT","low"
0.97,0.5,3,216,39,0,0,0,"IT","low"
1,0.86,2,264,39,0,0,0,"IT","medium"
0.49,0.63,3,181,31,1,0,0,"product_mng","medium"
0.9,0.93,3,209,30,0,0,0,"product_mng","medium"
0.82,0.89,4,239,22,0,0,0,"product_mng","medium"
0.59,0.48,3,197,35,0,0,0,"product_mng","medium"
0.97,0.57,4,150,35,0,0,0,"IT","medium"
0.69,0.88,3,164,115,0,0,0,"management","medium"
0.73,0.84,3,216,88,0,0,0,"management","medium"
0.48,0.74,2,271,94,1,0,0,"management","medium"
0.94,0.49,4,176,104,0,0,0,"management","medium"
0.74,0.73,3,156,94,0,0,0,"management","medium"
0.65,0.63,4,143,100,0,0,0,"management","medium"
0.93,0.94,4,233,69,0,0,0,"IT","medium"
0.57,0.67,3,138,74,1,0,0,"IT","medium"
0.9,0.49,3,259,65,0,0,0,"IT","medium"
0.55,0.86,4,169,80,0,0,0,"IT","medium"
0.59,0.73,3,172,70,0,0,0,"product_mng","medium"
0.72,0.98,4,156,32,0,0,0,"product_mng","medium"
0.87,0.52,4,140,34,0,0,0,"product_mng","medium"
0.86,0.82,4,212,28,0,0,0,"product_mng","medium"
0.61,0.5,4,269,37,0,0,0,"IT","medium"
0.45,0.63,5,111,52,0,0,0,"management","medium"
0.51,0.63,4,198,23,0,0,0,"management","medium"
0.87,0.92,4,263,25,0,0,0,"management","medium"
0.29,0.38,5,191,51,0,0,0,"management","medium"
0.57,0.64,3,188,40,0,0,0,"management","medium"
0.69,0.83,4,252,34,0,0,0,"management","medium"
0.61,0.9,2,142,34,0,0,0,"marketing","high"
0.96,0.85,4,247,42,0,0,0,"sales","high"
0.16,0.61,6,269,30,0,0,0,"accounting","high"
0.96,0.82,4,244,39,0,0,0,"support","high"
0.77,0.81,4,164,42,0,0,0,"technical","high"
0.85,0.87,6,232,63,0,0,0,"management","high"
0.37,0.49,3,177,34,0,0,0,"marketing","high"
0.68,0.65,3,173,35,1,0,0,"marketing","high"
0.87,0.6,5,165,19,1,0,0,"marketing","high"
0.95,0.8,3,225,22,0,0,0,"sales","high"
0.84,0.63,3,121,27,1,0,0,"sales","low"
0.44,0.51,2,219,49,0,0,0,"sales","low"
0.94,0.73,4,204,27,0,0,0,"sales","low"
0.85,0.94,5,235,39,0,0,0,"sales","low"
0.75,0.51,2,215,10,1,0,0,"sales","low"
0.76,0.67,5,243,42,0,0,0,"sales","low"
0.13,0.97,4,162,69,0,0,0,"sales","low"
0.6,0.79,4,262,29,0,0,0,"sales","low"
0.45,0.55,4,206,24,0,0,0,"sales","low"
0.49,1,2,125,34,1,0,0,"sales","low"
0.19,0.36,3,167,59,0,0,0,"sales","low"
0.68,0.89,5,218,54,0,0,0,"sales","low"
0.53,0.91,5,181,34,0,0,0,"sales","low"
1,0.77,5,269,40,0,0,0,"sales","low"
0.99,0.86,3,167,22,0,0,0,"sales","low"
0.29,0.75,6,271,120,0,0,0,"sales","medium"
0.54,0.83,4,201,96,1,0,0,"sales","medium"
0.25,0.9,6,229,103,0,0,0,"sales","medium"
0.71,0.76,4,148,94,0,0,0,"accounting","medium"
0.96,0.84,3,147,97,0,0,0,"accounting","medium"
0.8,0.9,4,211,96,0,0,0,"accounting","medium"
0.82,0.87,5,145,75,0,0,0,"hr","medium"
0.19,0.97,6,269,76,0,0,0,"hr","medium"
0.43,0.74,4,129,64,0,0,0,"hr","medium"
0.62,0.84,3,270,77,0,0,0,"hr","medium"
0.75,0.85,3,250,80,0,0,0,"technical","medium"
0.56,0.48,5,192,27,1,0,0,"technical","medium"
0.88,0.91,4,233,47,0,0,0,"technical","high"
0.63,0.57,4,192,35,0,0,0,"technical","high"
0.75,0.93,3,247,20,0,0,0,"technical","high"
0.74,1,4,192,47,0,0,0,"technical","high"
0.55,0.68,3,178,29,1,0,0,"technical","high"
0.87,0.55,4,197,40,0,0,0,"technical","high"
0.13,0.9,5,264,70,0,0,0,"technical","high"
0.33,0.64,2,274,37,1,0,0,"technical","high"
0.89,0.97,4,147,27,0,0,0,"technical","low"
0.56,0.94,3,154,49,1,0,0,"support","low"
0.95,0.61,3,224,33,1,0,0,"support","low"
0.57,0.59,4,250,23,0,0,0,"support","low"
0.72,0.53,3,179,40,0,0,0,"support","low"
0.28,0.44,4,170,23,0,0,0,"support","low"
0.54,0.61,4,118,63,0,0,0,"support","low"
0.54,0.95,4,256,34,0,0,0,"support","low"
0.99,0.8,3,209,24,0,0,0,"support","medium"
0.37,0.69,2,146,31,0,0,0,"support","medium"
0.77,0.87,3,275,44,1,0,0,"support","medium"
0.7,0.88,4,180,24,0,0,0,"support","medium"
0.8,0.74,3,228,34,0,0,0,"technical","medium"
0.52,0.63,3,204,31,0,0,0,"technical","medium"
0.69,0.55,3,172,29,0,0,0,"technical","medium"
0.6,0.62,5,274,28,0,0,0,"management","medium"
0.74,0.64,3,136,14,0,0,0,"IT","medium"
0.69,0.82,4,252,31,1,0,0,"IT","medium"
0.78,0.89,4,137,34,0,0,0,"IT","medium"
0.77,0.75,4,191,31,0,0,0,"IT","medium"
0.91,0.68,4,132,49,0,0,0,"IT","medium"
0.54,0.68,6,249,66,0,0,0,"product_mng","medium"
0.48,0.77,6,274,74,0,0,0,"product_mng","medium"
0.55,0.96,3,194,36,0,0,0,"product_mng","medium"
0.17,0.36,6,191,28,0,0,0,"product_mng","medium"
0.77,0.83,5,216,39,0,0,0,"IT","medium"
0.93,0.98,3,241,31,0,0,0,"IT","medium"
0.65,0.91,4,243,64,1,0,0,"IT","medium"
0.67,0.52,4,207,42,0,0,0,"IT","medium"
0.95,0.88,3,199,38,0,0,0,"IT","medium"
0.61,0.97,6,286,46,0,0,0,"product_mng","medium"
0.57,0.39,4,132,36,0,0,0,"product_mng","high"
0.65,1,4,229,48,0,0,0,"product_mng","low"
0.85,0.81,4,260,41,0,0,0,"product_mng","medium"
0.61,0.96,3,214,19,0,0,0,"IT","medium"
0.65,0.9,6,217,56,1,0,1,"RandD","medium"
0.92,0.93,4,225,25,0,0,1,"RandD","medium"
0.37,0.41,2,113,34,0,0,1,"RandD","medium"
0.48,0.77,5,250,28,0,0,1,"RandD","medium"
